opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
2885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES                   ,106 NEW SCOTLAND AVENUE                           ,ALBANY              ,NY,12208,2,318,0.6
2886,ALBANY LAW SCHOOL OF UNION UNIVERSITY                            ,80 NEW SCOTLAND AVENUE                            ,ALBANY              ,NY,12208,5,255,1.9
2887,ALBANY MEDICAL COLLEGE                                           ,47 NEW SCOTLAND AVENUE                            ,ALBANY              ,NY,12208,1,197,0.5
2889,UNION COLLEGE                                                    ,807 UNION STREET                                  ,SCHENECTADY         ,NY,12308,3,362,0.8
2890,UNION THEOLOGICAL SEMINARY                                       ,3041 BROADWAY                                     ,NEW YORK            ,NY,10027,3,68,4.4
2892,UNITED STATES MERCHANT MARINE ACADEMY                            ,300 STEAMBOAT ROAD                                ,KINGS POINT         ,NY,11024,2,68,2.9
2894,UNIVERSITY OF ROCHESTER                                          ,240 WALLIS HALL                                   ,ROCHESTER           ,NY,14627,34,1625,2
2895,VASSAR COLLEGE                                                   ,124 RAYMOND AVENUE                                ,POUGHKEEPSIE        ,NY,12604,1,321,0.3
2896,VILLA MARIA COLLEGE OF BUFFALO                                   ,240 PINE RIDGE ROAD                               ,BUFFALO             ,NY,14225,36,209,17.2
2899,WAGNER COLLEGE                                                   ,ONE CAMPUS ROAD                                   ,STATEN ISLAND       ,NY,10301,15,495,3
2901,WELLS COLLEGE                                                    ,"ROUTE 90, 170 MAIN STREET                         ",AURORA              ,NY,13026,14,190,7.3
2903,YESHIVA UNIVERSITY                                               ,500 WEST 185TH STREET              WILF CAMPUS    ,NEW YORK            ,NY,10033,19,1080,1.7
2905,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY         ,1601 EAST MARKET STREET                           ,GREENSBORO          ,NC,27411,453,3051,14.8
2906,APPALACHIAN STATE UNIVERSITY                                     ,DOUGHERTY ADMINISTRATION BUILDING                 ,BOONE               ,NC,28608,107,3084,3.4
2907,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE                          ,1 UNIVERSITY HEIGHTS                              ,ASHEVILLE           ,NC,28804,36,751,4.7
2908,BARTON COLLEGE                                                   ,704A COLLEGE STREET                               ,WILSON              ,NC,27893,46,406,11.3
2910,BELMONT ABBEY COLLEGE                                            ,100 BELMONT MOUNT HOLLY ROAD                      ,BELMONT             ,NC,28012,74,537,13.7
2911,BENNETT COLLEGE                                                  ,900 EAST WASHINGTON STREET                        ,GREENSBORO          ,NC,27401,31,262,11.8
2912,BREVARD COLLEGE                                                  ,1 BREVARD COLLEGE DRIVE                           ,BREVARD             ,NC,28712,24,180,13.3
2913,CAMPBELL UNIVERSITY                                              ,143 MAIN STREET                                   ,BUIES CREEK         ,NC,27506,57,1291,4.4
2914,CATAWBA COLLEGE                                                  ,2300 WEST INNES STREET                            ,SALISBURY           ,NC,28144,32,390,8.2
2915,CENTRAL PIEDMONT COMMUNITY COLLEGE                               ,1201 ELIZABETH AVENUE                             ,CHARLOTTE           ,NC,28204,37,172,21.5
2916,CHOWAN UNIVERSITY                                                ,ONE UNIVERSITY PLACE                              ,MURFREESBORO        ,NC,27855,94,476,19.7
2917,COLLEGE OF THE ALBEMARLE                                         ,1208 NORTH ROAD STREET                            ,ELIZABETH CITY      ,NC,27909,5,16,31.2
2918,DAVIDSON COLLEGE                                                 ,CONCORD AND MAIN STREETS                          ,DAVIDSON            ,NC,28035,2,153,1.3
2919,DAVIDSON COUNTY COMMUNITY COLLEGE                                ,297 DCCC ROAD                                     ,THOMASVILLE         ,NC,27360,88,436,20.1
2920,DUKE UNIVERSITY                                                  ,2127 CAMPUS DRIVE                                 ,DURHAM              ,NC,27708,14,2240,0.6
2923,EAST CAROLINA UNIVERSITY                                         ,EAST FIFTH STREET                  MS 510         ,GREENVILLE          ,NC,27858,286,5597,5.1
2926,ELIZABETH CITY STATE UNIVERSITY                                  ,1704 WEEKSVILLE ROAD                              ,ELIZABETH CITY      ,NC,27909,201,921,21.8
2927,ELON UNIVERSITY                                                  ,100 CAMPUS DRIVE                   2185 CAMPUS BOX,ELON                ,NC,27244,8,872,0.9
2928,FAYETTEVILLE STATE UNIVERSITY                                    ,1200 MURCHISON ROAD                               ,FAYETTEVILLE        ,NC,28301,183,1714,10.6
2929,GARDNER - WEBB UNIVERSITY                                        ,110 SOUTH MAIN STREET                             ,BOILING SPRINGS     ,NC,28017,100,1242,8
2930,GREENSBORO COLLEGE                                               ,815 WEST MARKET STREET                            ,GREENSBORO          ,NC,27401,48,383,12.5
2931,GUILFORD COLLEGE                                                 ,5800 WEST FRIENDLY AVENUE                         ,GREENSBORO          ,NC,27410,93,867,10.7
2933,HIGH POINT UNIVERSITY                                            ,ONE UNIVERSITY PARKWAY                            ,HIGH POINT          ,NC,27268,43,658,6.5
2935,JOHN WESLEY UNIVERSITY                                           ,1215 EASTCHESTER DRIVE                            ,HIGH POINT          ,NC,27265,10,65,15.3
2936,JOHNSON C SMITH UNIVERSITY                                       ,100 BEATTIES FORD ROAD                            ,CHARLOTTE           ,NC,28216,127,589,21.5
2937,KING'S COLLEGE                                                   ,322 LAMAR AVENUE                                  ,CHARLOTTE           ,NC,28204,55,424,12.9
2939,LEES-MCRAE COLLEGE                                               ,375 COLLEGE DRIVE                                 ,BANNER ELK          ,NC,28604,35,336,10.4
2941,LENOIR-RHYNE UNIVERSITY                                          ,625 SEVENTH AVENUE NORTHEAST                      ,HICKORY             ,NC,28601,45,550,8.1
2942,LIVINGSTONE COLLEGE                                              ,701 WEST MONROE STREET                            ,SALISBURY           ,NC,28144,117,473,24.7
2943,LOUISBURG COLLEGE                                                ,501 NORTH MAIN STREET                             ,LOUISBURG           ,NC,27549,134,437,30.6
2944,MARS HILL UNIVERSITY                                             ,124 CASCADE STREET                                ,MARS HILL           ,NC,28754,80,433,18.4
2945,MEREDITH COLLEGE                                                 ,3800 HILLSBOROUGH STREET                          ,RALEIGH             ,NC,27607,22,626,3.5
2946,METHODIST UNIVERSITY                                             ,5400 RAMSEY STREET                                ,FAYETTEVILLE        ,NC,28311,64,742,8.6
2948,MONTREAT COLLEGE                                                 ,310 GAITHER CIRCLE                                ,MONTREAT            ,NC,28757,22,415,5.3
2949,UNIVERSITY OF MOUNT OLIVE                                        ,634 HENDERSON STREET                              ,MOUNT OLIVE         ,NC,28365,117,1303,8.9
2950,NORTH CAROLINA CENTRAL UNIVERSITY                                ,1801 FAYETTEVILLE STREET                          ,DURHAM              ,NC,27707,347,2603,13.3
2951,NORTH CAROLINA WESLEYAN COLLEGE                                  ,3400 NORTH WESLEYAN BOULEVARD                     ,ROCKY MOUNT         ,NC,27804,84,580,14.4
2953,WILLIAM PEACE UNIVERSITY                                         ,15 EAST PEACE STREET                              ,RALEIGH             ,NC,27604,17,276,6.1
2954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE                         ,ONE UNIVERSITY DRIVE                              ,PEMBROKE            ,NC,28372,277,1939,14.2
2955,PFEIFFER UNIVERSITY                                              ,48380 US 502 HIGHWAY NORTH                        ,MISENHEIMER         ,NC,28109,56,660,8.4
2956,PIEDMONT INTERNATIONAL UNIVERSITY                                ,420 S. BROAD STREET                               ,WINSTON SALEM       ,NC,27101,139,466,29.8
2957,QUEENS UNIVERSITY OF CHARLOTTE                                   ,1900 SELWYN AVENUE                                ,CHARLOTTE           ,NC,28274,30,762,3.9
2960,SALEM COLLEGE                                                    ,601 SOUTH CHURCH STREET                           ,WINSTON-SALEM       ,NC,27101,16,284,5.6
2961,SANDHILLS COMMUNITY COLLEGE                                      ,3395 AIRPORT ROAD                                 ,PINEHURST           ,NC,28374,12,139,8.6
2962,SHAW UNIVERSITY                                                  ,118 EAST SOUTH STREET                             ,RALEIGH             ,NC,27601,211,1155,18.2
2964,SOUTHEASTERN COMMUNITY COLLEGE                                   ,4564 CHADBOURN HIGHWAY                            ,WHITEVILLE          ,NC,28472,141,431,32.7
2968,SAINT AUGUSTINE'S UNIVERSITY                                     ,1315 OAKWOOD AVENUE                               ,RALEIGH             ,NC,27610,162,694,23.3
2970,SURRY COMMUNITY COLLEGE                                          ,630 SOUTH MAIN STREET                             ,DOBSON              ,NC,27017,9,64,14
2972,NORTH CAROLINA STATE UNIVERSITY                                  ,20 WATAUGA CLUB DRIVE              CAMPUS BOX 7001,RALEIGH             ,NC,27695,166,4762,3.4
2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL                       ,102 SOUTH BUILDING                                ,CHAPEL HILL         ,NC,27599,67,4054,1.6
2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE                         ,9201 UNIVERSITY CITY BOULEVARD                    ,CHARLOTTE           ,NC,28223,303,5419,5.5
2976,UNIVERSITY OF NORTH CAROLINA - GREENSBORO                        ,1000 SPRING GARDEN STREET                         ,GREENSBORO          ,NC,27412,262,4350,6
2978,WAKE FOREST UNIVERSITY                                           ,1834 WAKE FOREST ROAD                             ,WINSTON-SALEM       ,NC,27109,14,1155,1.2
2979,WARREN WILSON COLLEGE                                            ,701 WARREN WILSON ROAD                            ,SWANNANOA           ,NC,28778,12,290,4.1
2980,WAYNE COMMUNITY COLLEGE                                          ,3000 WAYNE MEMORIAL DRIVE                         ,GOLDSBORO           ,NC,27533,15,67,22.3
2981,WESTERN CAROLINA UNIVERSITY                                      ,HIGHWAY 107                                       ,CULLOWHEE           ,NC,28723,149,2101,7
2982,WESTERN PIEDMONT COMMUNITY COLLEGE                               ,1001 BURKEMONT AVENUE                             ,MORGANTON           ,NC,28655,156,404,38.6
2983,WILKES COMMUNITY COLLEGE                                         ,1328 SOUTH COLLEGIATE DRIVE                       ,WILKESBORO          ,NC,28697,56,216,25.9
2984,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)                 ,601 SOUTH COLLEGE ROAD                            ,WILMINGTON          ,NC,28403,118,2637,4.4
2985,WINGATE UNIVERSITY                                               ,315 EAST WILSON STREET                            ,WINGATE             ,NC,28174,19,547,3.4
2986,WINSTON-SALEM STATE UNIVERSITY                                   ,"601 MARTIN L. KING, JR. DRIVE                     ",WINSTON-SALEM       ,NC,27110,234,1759,13.3
2988,BISMARCK STATE COLLEGE                                           ,1500 EDWARDS AVENUE                               ,BISMARCK            ,ND,58501,109,1476,7.3
2989,DICKINSON STATE UNIVERSITY                                       ,291 CAMPUS DRIVE                                  ,DICKINSON           ,ND,58601,40,651,6.1
2990,UNIVERSITY OF JAMESTOWN                                          ,6080 COLLEGE LANE                                 ,JAMESTOWN           ,ND,58405,16,300,5.3
2991,LAKE REGION STATE COLLEGE                                        ,1801 COLLEGE DRIVE NORTH                          ,DEVILS LAKE         ,ND,58301,47,342,13.7
2992,UNIVERSITY OF MARY                                               ,7500 UNIVERSITY DRIVE                             ,BISMARCK            ,ND,58504,61,1153,5.2
2993,MAYVILLE STATE UNIVERSITY                                        ,330 THIRD STREET NORTHEAST                        ,MAYVILLE            ,ND,58257,41,288,14.2
2994,MINOT STATE UNIVERSITY                                           ,500 UNIVERSITY AVENUE WEST                        ,MINOT               ,ND,58707,56,861,6.5
2995,DAKOTA COLLEGE AT BOTTINEAU                                      ,105 SIMRALL BOULEVARD                             ,BOTTINEAU           ,ND,58318,47,303,15.5
2996,NORTH DAKOTA STATE COLLEGE OF SCIENCE                            ,800 NORTH 6TH STREET                              ,WAHPETON            ,ND,58076,107,956,11.1
2997,NORTH DAKOTA STATE UNIVERSITY - FARGO                            ,1301 12TH AVENUE NORTH                            ,FARGO               ,ND,58102,121,3256,3.7
3005,UNIVERSITY OF NORTH DAKOTA                                       ,264 CENTENNIAL DRIVE               STOP 8193      ,GRAND FORKS         ,ND,58202,115,3196,3.5
3007,WILLISTON STATE COLLEGE                                          ,1410 UNIVERSITY AVENUE                            ,WILLISTON           ,ND,58801,26,266,9.7
3008,VALLEY CITY STATE UNIVERSITY                                     ,101 COLLEGE STREET SOUTHWEST                      ,VALLEY CITY         ,ND,58072,25,331,7.5
3010,ANTIOCH UNIVERSITY                                               ,900 DAYTON STREET                                 ,YELLOW SPRINGS      ,OH,45387,50,1460,3.4
3011,ART ACADEMY OF CINCINNATI                                        ,1212 JACKSON STREET                               ,CINCINNATI          ,OH,45202,14,70,20
3012,ASHLAND UNIVERSITY                                               ,401 COLLEGE AVENUE                                ,ASHLAND             ,OH,44805,69,1990,3.4
3014,BALDWIN WALLACE UNIVERSITY                                       ,275 EASTLAND ROAD                                 ,BEREA               ,OH,44017,38,1151,3.3
3016,BLUFFTON UNIVERSITY                                              ,1 UNIVERSITY DRIVE                                ,BLUFFTON            ,OH,45817,21,383,5.4
3018,BOWLING GREEN STATE UNIVERSITY                                   ,1001 EAST WOOSTER STREET                          ,BOWLING GREEN       ,OH,43403,505,5247,9.6
3023,CAPITAL UNIVERSITY                                               ,1 COLLEGE AND MAIN                                ,COLUMBUS            ,OH,43209,55,1175,4.6
3024,CASE WESTERN RESERVE UNIVERSITY                                  ,10900 EUCLID AVENUE                               ,CLEVELAND           ,OH,44106,22,1768,1.2
3025,CEDARVILLE UNIVERSITY                                            ,251 NORTH MAIN STREET                             ,CEDARVILLE          ,OH,45314,14,689,2
3026,CENTRAL STATE UNIVERSITY                                         ,1400 BRUSH ROW ROAD                               ,WILBERFORCE         ,OH,45384,297,993,29.9
3029,CINCINNATI CHRISTIAN UNIVERSITY                                  ,2700 GLENWAY AVENUE                               ,CINCINNATI          ,OH,45204,17,312,5.4
3030,OHIO CHRISTIAN UNIVERSITY                                        ,1476 LANCASTER PIKE                               ,CIRCLEVILLE         ,OH,43113,121,722,16.7
3031,CLEVELAND INSTITUTE OF MUSIC (THE)                               ,11021 EAST BOULEVARD                              ,CLEVELAND           ,OH,44106,3,109,2.7
3032,CLEVELAND STATE UNIVERSITY                                       ,2121 EUCLID AVENUE                                ,CLEVELAND           ,OH,44115,390,4718,8.2
3033,MOUNT ST. JOSEPH UNIVERSITY                                      ,5701 DELHI ROAD                                   ,CINCINNATI          ,OH,45233,43,722,5.9
3035,OHIO DOMINICAN UNIVERSITY                                        ,1216 SUNBURY ROAD                                 ,COLUMBUS            ,OH,43219,76,1042,7.2
3036,FRANCISCAN UNIVERSITY OF STEUBENVILLE                            ,1235 UNIVERSITY BOULEVARD                         ,STEUBENVILLE        ,OH,43952,19,709,2.6
3037,COLLEGE OF WOOSTER (THE)                                         ,1189 BEALL AVENUE                                 ,WOOSTER             ,OH,44691,9,350,2.5
3039,COLUMBUS COLLEGE OF ART & DESIGN                                 ,60 CLEVELAND AVENUE                               ,COLUMBUS            ,OH,43215,30,377,7.9
3040,CUYAHOGA COMMUNITY COLLEGE                                       ,700 CARNEGIE AVENUE                               ,CLEVELAND           ,OH,44115,1196,5185,23
3041,DEFIANCE COLLEGE                                                 ,701 NORTH CLINTON                                 ,DEFIANCE            ,OH,43512,29,378,7.6
3042,DENISON UNIVERSITY                                               ,100 WEST LOOP                                     ,GRANVILLE           ,OH,43023,4,298,1.3
3044,TRINITY LUTHERAN SEMINARY                                        ,2199 EAST MAIN STREET                             ,COLUMBUS            ,OH,43209,2,82,2.4
3045,UNIVERSITY OF FINDLAY (THE)                                      ,1000 NORTH MAIN STREET                            ,FINDLAY             ,OH,45840,26,1007,2.5
3046,FRANKLIN UNIVERSITY                                              ,201 SOUTH GRANT AVENUE                            ,COLUMBUS            ,OH,43215,351,3478,10
3048,HEIDELBERG UNIVERSITY                                            ,310 EAST MARKET STREET                            ,TIFFIN              ,OH,44883,39,496,7.8
3049,HIRAM COLLEGE                                                    ,STATE ROUTE 700                                   ,HIRAM               ,OH,44234,36,440,8.1
3050,JOHN CARROLL UNIVERSITY                                          ,1 JOHN CARROLL BLVD                               ,UNIVERSITY HEIGHTS  ,OH,44118,41,966,4.2
3051,KENT STATE UNIVERSITY                                            ,"EXECUTIVE OFFICE, 2ND FLOOR LIBRARY               ",KENT                ,OH,44242,1404,11704,11.9
3065,KENYON COLLEGE                                                   ,KENYON COLLEGE                                    ,GAMBIER             ,OH,43022,2,202,0.9
3066,LAKE ERIE COLLEGE                                                ,391 WEST WASHINGTON STREET                        ,PAINESVILLE         ,OH,44077,24,338,7.1
3068,LORAIN COUNTY COMMUNITY COLLEGE                                  ,1005 N ABBE ROAD                                  ,ELYRIA              ,OH,44035,417,2241,18.6
3069,LOURDES UNIVERSITY                                               ,6832 CONVENT BOULEVARD                            ,SYLVANIA            ,OH,43560,104,952,10.9
3072,MALONE UNIVERSITY                                                ,2600 CLEVELAND AVENUE NW                          ,CANTON              ,OH,44709,57,863,6.6
3073,MARIETTA COLLEGE                                                 ,215 FIFTH STREET                                  ,MARIETTA            ,OH,45750,9,411,2.1
3075,METHODIST THEOLOGICAL SCHOOL IN OHIO                             ,3081 COLUMBUS PIKE                                ,DELAWARE            ,OH,43015,6,63,9.5
3077,MIAMI UNIVERSITY                                                 ,ROUDEBUSH HALL                     501 EAST HIGH S,OXFORD              ,OH,45056,545,4554,11.9
3078,WRIGHT STATE UNIVERSITY                                          ,3640 COLONEL GLENN HIGHWAY                        ,DAYTON              ,OH,45435,524,5458,9.6
3083,UNIVERSITY OF MOUNT UNION                                        ,1972 CLARK AVENUE                                 ,ALLIANCE            ,OH,44601,26,614,4.2
3084,MUSKINGUM UNIVERSITY                                             ,163 STORMONT STREET                               ,NEW CONCORD         ,OH,43762,42,709,5.9
3085,NOTRE DAME COLLEGE OF OHIO                                       ,4545 COLLEGE ROAD                                 ,SOUTH EUCLID        ,OH,44121,63,727,8.6
3086,OBERLIN COLLEGE                                                  ,70 NORTH PROFESSOR STREET                         ,OBERLIN             ,OH,44074,10,449,2.2
3089,OHIO NORTHERN UNIVERSITY                                         ,525 SOUTH MAIN STREET                             ,ADA                 ,OH,45810,23,891,2.5
3090,OHIO STATE UNIVERSITY (THE)                                      ,205 BRICKER HALL                   190 NORTH OVAL ,COLUMBUS            ,OH,43210,660,12757,5.1
3100,OHIO UNIVERSITY                                                  ,020 CHUBB HALL                                    ,ATHENS              ,OH,45701,1042,9311,11.1
3109,OHIO WESLEYAN UNIVERSITY                                         ,61 SOUTH SANDUSKY STREET                          ,DELAWARE            ,OH,43015,18,400,4.5
3110,OTTERBEIN UNIVERSITY                                             ,1 SOUTH GROVE STREET                              ,WESTERVILLE         ,OH,43081,36,812,4.4
3114,FIRELANDS REGIONAL MEDICAL CENTER                                ,1912 HAYES AVENUE                                 ,SANDUSKY            ,OH,44870,3,50,6
3116,UNIVERSITY OF RIO GRANDE                                         ,218 NORTH COLLEGE AVENUE                          ,RIO GRANDE          ,OH,45674,209,1020,20.4
3119,SINCLAIR COMMUNITY COLLEGE                                       ,444 WEST THIRD STREET                             ,DAYTON              ,OH,45402,1787,7373,24.2
3121,TIFFIN UNIVERSITY                                                ,155 MIAMI STREET                                  ,TIFFIN              ,OH,44883,813,3302,24.6
3122,UNITED THEOLOGICAL SEMINARY                                      ,4501 DENLINGER ROAD                               ,TROTWOOD            ,OH,45426,2,75,2.6
3123,UNIVERSITY OF AKRON (THE)                                        ,302 BUCHTEL AVENUE                                ,AKRON               ,OH,44325,1062,8379,12.6
3125,UNIVERSITY OF CINCINNATI                                         ,2624 CLIFTON AVENUE                440 UNIVERSITY ,CINCINNATI          ,OH,45221,795,9848,8
3127,UNIVERSITY OF DAYTON                                             ,300 COLLEGE PARK                                  ,DAYTON              ,OH,45469,42,2199,1.9
3131,UNIVERSITY OF TOLEDO                                             ,2801 WEST BANCROFT STREET                         ,TOLEDO              ,OH,43606,714,6654,10.7
3133,URBANA UNIVERSITY                                                ,579 COLLEGE WAY                                   ,URBANA              ,OH,43078,45,358,12.5
3134,URSULINE COLLEGE                                                 ,2550 LANDER ROAD                                  ,PEPPER PIKE         ,OH,44124,32,556,5.7
3135,WALSH UNIVERSITY                                                 ,2020 EAST MAPLE STREET                            ,NORTH CANTON        ,OH,44720,47,773,6
3141,WILBERFORCE UNIVERSITY                                           ,1055 NORTH BICKETT ROAD                           ,WILBERFORCE         ,OH,45384,35,263,13.3
3142,WILMINGTON COLLEGE                                               ,1870 QUAKER WAY                                   ,WILMINGTON          ,OH,45177,35,488,7.1
3143,WITTENBERG UNIVERSITY                                            ,200 WEST WARD STREET                              ,SPRINGFIELD         ,OH,45501,30,476,6.3
3144,XAVIER UNIVERSITY                                                ,3800 VICTORY PARKWAY                              ,CINCINNATI          ,OH,45207,42,1501,2.7
3145,YOUNGSTOWN STATE UNIVERSITY                                      ,ONE UNIVERSITY PLAZA                              ,YOUNGSTOWN          ,OH,44555,981,5081,19.3
3146,WESTERN OKLAHOMA STATE COLLEGE                                   ,2801 NORTH MAIN STREET                            ,ALTUS               ,OK,73521,65,304,21.3
3147,BACONE COLLEGE                                                   ,2299 OLD BACONE ROAD                              ,MUSKOGEE            ,OK,74403,60,481,12.4
3149,SOUTHERN NAZARENE UNIVERSITY                                     ,6729 NORTHWEST 39TH EXPRESSWAY                    ,BETHANY             ,OK,73008,51,915,5.5
3150,CAMERON UNIVERSITY                                               ,2800 WEST GORE BOULEVARD                          ,LAWTON              ,OK,73505,238,1336,17.8
3151,OKLAHOMA WESLEYAN UNIVERSITY                                     ,2201 SILVER LAKE ROAD                             ,BARTLESVILLE        ,OK,74006,20,427,4.6
3152,UNIVERSITY OF CENTRAL OKLAHOMA                                   ,100 NORTH UNIVERSITY  DRIVE                       ,EDMOND              ,OK,73034,308,3503,8.7
3153,CONNORS STATE COLLEGE                                            ,700 COLLEGE ROAD                                  ,WARNER              ,OK,74469,177,719,24.6
3154,EAST CENTRAL UNIVERSITY                                          ,1100 EAST 14TH                                    ,ADA                 ,OK,74820,190,1237,15.3
3155,EASTERN OKLAHOMA STATE COLLEGE                                   ,1301 WEST MAIN                                    ,WILBURTON           ,OK,74578,90,347,25.9
3156,REDLANDS COMMUNITY COLLEGE                                       ,1300 SOUTH COUNTRY CLUB ROAD                      ,EL RENO             ,OK,73036,118,499,23.6
3157,LANGSTON UNIVERSITY                                              ,WEST HIGHWAY 33                                   ,LANGSTON            ,OK,73050,255,1107,23
3158,MURRAY STATE COLLEGE                                             ,ONE MURRAY CAMPUS                                 ,TISHOMINGO          ,OK,73460,169,707,23.9
3160,NORTHEASTERN OKLAHOMA A & M COLLEGE                              ,200 I STREET NORTHEAST                            ,MIAMI               ,OK,74354,152,690,22
3161,NORTHEASTERN STATE UNIVERSITY                                    ,600 NORTH GRAND                                   ,TAHLEQUAH           ,OK,74464,349,2504,13.9
3162,NORTHERN OKLAHOMA COLLEGE                                        ,1220 EAST GRAND                                   ,TONKAWA             ,OK,74653,258,1361,18.9
3163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,709 OKLAHOMA BOULEVARD                            ,ALVA                ,OK,73717,74,550,13.4
3164,OKLAHOMA BAPTIST UNIVERSITY                                      ,500 WEST UNIVERSITY                               ,SHAWNEE             ,OK,74801,33,377,8.7
3165,OKLAHOMA CHRISTIAN UNIVERSITY                                    ,2501 EAST MEMORIAL ROAD                           ,OKLAHOMA CITY       ,OK,73013,44,615,7.1
3166,OKLAHOMA CITY UNIVERSITY                                         ,2501 NORTH BLACKWELDER                            ,OKLAHOMA CITY       ,OK,73106,38,785,4.8
3167,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA                         ,1727 W. ALABAMA                                   ,CHICKASHA           ,OK,73018,34,249,13.6
3168,ROGERS STATE UNIVERSITY                                          ,1701 WEST WILL ROGERS BOULEVARD                   ,CLAREMORE           ,OK,74017,161,1194,13.4
3170,OKLAHOMA STATE UNIVERSITY                                        ,107 WHITEHURST                                    ,STILLWATER          ,OK,74078,257,4101,6.2
3172,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE     ,1801 EAST 4TH STREET                              ,OKMULGEE            ,OK,74447,214,874,24.4
3174,OKLAHOMA PANHANDLE STATE UNIVERSITY                              ,323 EAGLE BOULEVARD                               ,GOODWELL            ,OK,73939,35,307,11.4
3176,CARL ALBERT STATE COLLEGE                                        ,1507 SOUTH MCKENNA                                ,POTEAU              ,OK,74953,80,343,23.3
3178,SEMINOLE STATE COLLEGE                                           ,2701 BOREN BOULEVARD                              ,SEMINOLE            ,OK,74818,67,345,19.4
3179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY                           ,1405 NORTH 4TH STREET                             ,DURANT              ,OK,74701,156,929,16.7
3180,SOUTHWESTERN CHRISTIAN UNIVERSITY                                ,7210 NORTHWEST 39TH EXPRESSWAY                    ,BETHANY             ,OK,73008,36,178,20.2
3181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,100 CAMPUS DRIVE                                  ,WEATHERFORD         ,OK,73096,216,1351,15.9
3183,SAINT GREGORY'S UNIVERSITY                                       ,1900 WEST  MACARTHUR STREET                       ,SHAWNEE             ,OK,74804,31,301,10.2
3184,UNIVERSITY OF OKLAHOMA                                           ,660 PARRINGTON OVAL                               ,NORMAN              ,OK,73019,223,5795,3.8
3185,UNIVERSITY OF TULSA (THE)                                        ,800 SOUTH TUCKER DRIVE                            ,TULSA               ,OK,74104,27,649,4.1
3186,BLUE MOUNTAIN COMMUNITY COLLEGE                                  ,2411 NORTH WEST CARDEN                            ,PENDLETON           ,OR,97801,139,551,25.2
3188,CENTRAL OREGON COMMUNITY COLLEGE                                 ,2600 NW COLLEGE WAY                               ,BEND                ,OR,97701,680,2448,27.7
3189,CLATSOP COMMUNITY COLLEGE                                        ,1651 LEXINGTON AVENUE                             ,ASTORIA             ,OR,97103,40,274,14.5
3191,CONCORDIA UNIVERSITY                                             ,2811 NORTHEAST HOLMAN STREET                      ,PORTLAND            ,OR,97211,37,1158,3.1
3193,EASTERN OREGON UNIVERSITY                                        ,ONE UNIVERSITY BOULEVARD                          ,LA GRANDE           ,OR,97850,101,1259,8
3194,GEORGE FOX UNIVERSITY                                            ,414 NORTH MERIDIAN STREET                         ,NEWBERG             ,OR,97132,22,990,2.2
3196,LANE COMMUNITY COLLEGE                                           ,4000 EAST 30TH AVENUE                             ,EUGENE              ,OR,97405,1119,4536,24.6
3197,LEWIS & CLARK COLLEGE                                            ,0615 SW PALATINE HILL ROAD                        ,PORTLAND            ,OR,97219,13,807,1.6
3198,LINFIELD COLLEGE                                                 ,900 SOUTHEAST BAKER STREET                        ,MCMINNVILLE         ,OR,97128,28,762,3.6
3199,MARYLHURST UNIVERSITY                                            ,17600 PACIFIC HIGHWAY (HWY.43)                    ,MARYLHURST          ,OR,97036,24,720,3.3
3204,MOUNT HOOD COMMUNITY COLLEGE                                     ,26000 SE STARK STREET                             ,GRESHAM             ,OR,97030,430,2115,20.3
3206,MULTNOMAH UNIVERSITY                                             ,8435 N.E. GLISAN STREET                           ,PORTLAND            ,OR,97220,5,287,1.7
3207,PACIFIC NORTHWEST COLLEGE OF ART                                 ,511 NW BROADWAY                                   ,PORTLAND            ,OR,97209,15,266,5.6
3208,NORTHWEST CHRISTIAN UNIVERSITY                                   ,828 EAST 11TH AVENUE                              ,EUGENE              ,OR,97401,4,212,1.8
3209,WESTERN OREGON UNIVERSITY                                        ,345 NORTH MONMOUTH AVENUE                         ,MONMOUTH            ,OR,97361,108,1514,7.1
3210,OREGON STATE UNIVERSITY                                          ,1500 S.W. JEFFERSON                               ,CORVALLIS           ,OR,97331,187,4678,3.9
3211,OREGON INSTITUTE OF TECHNOLOGY                                   ,3201 CAMPUS DRIVE                                 ,KLAMATH FALLS       ,OR,97601,24,795,3
3212,PACIFIC UNIVERSITY                                               ,2043 COLLEGE WAY                                  ,FOREST GROVE        ,OR,97116,23,988,2.3
3213,PORTLAND COMMUNITY COLLEGE                                       ,12000 SOUTHWEST 49TH AVENUE                       ,PORTLAND            ,OR,97219,1400,8097,17.2
